x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 y
3.23 1.271 1.98 4.039 5.344 2.169 2.133 5.36 6.981 1.823 0
1.407 -0.36 -2.81 -1.323 1.145 5.126 -0.576 2.541 0.501 -0.113 1
4.549 6.779 1.08 1.367 5.952 -0.603 -0.296 3.072 5.292 6.895 1
6.848 1.724 -0.755 0.907 5.681 -0.056 0.317 3.313 9.097 0.628 1
2.65 6.437 0.498 1.955 1.482 4.304 -2.003 -0.844 4.234 6.388 1
1.53 3.622 2.523 4.254 0.676 3.366 6.438 -0.502 5.336 3.639 0
1.324 5.129 0.609 0.961 -0.199 0.994 0.274 4.703 1.627 5.199 1
-0.538 5.863 -0.741 0.919 4.739 3.313 1.665 6.057 -0.139 5.889 1
5.541 6.848 4.467 6.093 3.823 -0.178 -2.016 -0.056 11.948 6.107 1
4.786 -0.18 3.758 6.908 6.861 -0.889 -3.313 0.771 11.418 -0.669 1
5.375 5.122 -1.857 -0.579 2.717 -0.78 0.291 6.018 5.127 6.042 1
0.618 0.039 2.312 3.427 -0.421 0.145 0.724 3.773 4.314 0.241 1
2.067 6.147 3.649 5.165 6.882 2.39 0.182 0.381 7.127 5.742 1
1.775 2.459 2.217 3.569 4.996 3.889 0.529 3.629 5.048 2.269 0
0.853 4.465 2.61 5.37 5.824 4.294 0.071 5.517 6.567 3.369 1
0.978 4.536 -0.887 0.961 3.738 2.324 1.557 3.677 2.237 5.057 1
5.266 4.79 -0.031 3.022 0.56 6.163 0.459 0.265 8.225 4.633 1
2.126 6.16 1.556 4.704 2.338 -0.146 0.86 6.847 6.849 5.477 1
2.051 2.884 -0.917 1.48 1.413 2.968 2.419 -0.907 3.879 3.065 0
1.53 6.639 -6.331 -6.28 4.271 3.809 0.15 2.897 -4.697 6.464 1
0.792 0.925 3.542 3.544 6.708 3.15 2.483 0.458 4.083 -0.044 1
1.216 1.047 7.614 7.722 3 2.15 -0.25 5.708 8.749 0.97 1
3.721 2.258 3.77 4.989 1.077 0.924 1.981 4.253 8.693 3.02 0
-0.043 2.38 4.976 5.163 1.228 1.454 -1.773 2.974 5.07 2.22 1
2.042 3.141 -2.265 -2.13 -0.735 1.177 2.164 1.949 0.8 3.676 0
5.582 0.026 3.959 8.691 4.255 0.822 4.925 1.015 14.211 -0.876 1
0.264 -0.09 3.424 5.958 1.141 5.5 -5.421 5.062 6.224 -0.387 1
3.433 -0.008 -3.529 -2.851 4.121 0.362 -1.461 6.45 0.443 -0.191 1
3.95 2.487 -1.444 -0.776 6.98 1.233 -1.955 2.225 3.132 2.048 0
1.986 0.138 1.114 1.44 5.969 0.416 5.577 5.36 3.915 0.118 1
3.264 6.377 -1.799 0.842 4.971 0.125 5.201 2.368 2.846 6.801 1
6.949 3.853 -3.799 -2.538 3.565 -0.855 0.355 0.142 4.17 4.22 1
-0.05 2.541 0.342 5.317 6.934 3.146 -0.75 3.341 5.517 2.775 1
3.779 2.254 2.767 6.141 0.282 1.156 -3.579 2.877 8.934 3.011 0
4.856 2.392 2.258 3.902 -0.011 -0.05 2.778 4.285 8.618 2.354 1
0.797 4.105 2.119 4.33 0.705 1.573 2.272 1.504 4.589 4.611 1
6.874 2.354 3.292 4.944 0.586 3.35 -6.277 2.315 11.701 1.518 1
6.463 1.859 0.105 1.829 1.272 4.812 5.696 3.085 7.83 1.666 1
0.624 3.848 1.703 3.813 3.1 3.792 4.944 6.293 4.538 3.53 1
5.023 6.399 -4.972 -4.171 4.922 -0.883 1.297 5.222 0.835 6.434 1
5.413 5.475 -2.918 -0.831 4.583 0.896 -1.974 5.344 3.513 5.27 1
5.736 5.469 1.325 3.195 1.258 2.952 0.725 0.354 10.305 5.25 1
5.511 1.459 -9.069 -5.813 1.177 1.566 -1.437 5.089 0.024 1.495 1
4.579 6.644 1.348 2.024 -0.697 2.147 1.842 -0.229 6.926 6.971 1
0.362 4.309 2.882 3.623 0.772 4.717 7.614 0.032 4.259 4.382 1
2.378 4.564 4.211 5.326 0.7 0.32 -2.171 0.978 7.799 3.714 0
5.165 2.974 -0.572 1.058 4.475 6.061 2.312 6.5 6.461 3.559 1
4.306 6.41 0.625 1.321 2.088 6.003 0.332 3.966 5.385 6.334 1
-0.05 4.35 -1.096 -0.05 2.227 3.78 -3.278 3.633 0.477 3.625 1
2.464 -0.013 -1.772 1.792 4.029 0.992 1.361 1.678 5.029 0.175 1
6.533 4.707 2.313 5.545 1.532 6.108 -0.283 6.695 10.867 4.176 1
1.539 1.769 -1.865 -1.835 0.248 4.014 -5.131 1.542 -0.543 1.199 0
-0.668 2.582 5.698 6.262 5.31 1.072 -5.029 2.727 5.299 2.629 1
1.306 6.084 0.108 2.057 3 5.189 -3.095 2.307 3.807 5.499 1
6.006 -0.627 -5.768 -2.856 -0.728 6.912 -3.463 6.488 3.271 -1.074 1
5.713 -0.031 -4.907 -2.375 5.78 1.398 -3.346 1.708 3.252 -0.492 1
4.817 3.374 0.435 0.647 1.445 6.321 1.848 5.626 5.7 3.884 0
2.863 1.422 1.006 1.082 6.46 6.17 -1.883 4.393 3.857 1.978 0
4.445 3.168 1.9 3.349 6.462 -0.18 -0.457 6.558 7.661 3.447 0
6.617 6.028 0.09 0.738 1.965 0.344 -2.855 0.849 6.767 5.457 1
3.822 -0.46 -0.24 5.835 5.7 5.437 1.925 -0.273 10.269 0.041 1
2.145 2.56 -2.343 -1.927 0.676 5.489 0.054 1.23 -0.529 3.482 0
4.589 0.801 2.077 4.622 0.642 6.634 2.104 4.457 8.81 0.718 1
6.964 5.807 -6.426 -5.109 6.453 -0.509 -0.027 6.27 2.314 5.024 1
0.526 1.426 3.055 4.244 3.685 1.403 -5.763 -0.628 4.343 1.301 1
3.913 3.341 -2.232 0.432 -0.324 3.083 -1.354 5.132 4.446 3.158 0
1.892 3.513 -6.28 -5.139 4.321 3.679 -2.694 1.528 -3.135 3.541 0
2.945 -0.359 -2.525 -1.611 2.761 5.092 0.86 6.028 1.244 -0.101 1
3.448 1.303 -0.954 0.513 3.898 3.492 3.919 3.513 4.349 -0.37 0
1.647 0.756 -1.382 -0.43 1.361 -0.519 -2.59 3.769 1.703 0.675 1
-0.559 6.24 4.89 10.977 1.927 1.167 -1.148 0.461 9.796 6.108 1
4.245 4.524 -3.469 -2.636 6.937 2.8 2.704 0.79 0.687 4.172 0
1.338 1.649 -2.217 0.533 1.059 -0.29 -1.66 0.119 0.614 1.34 0
6.737 2.279 -1.146 0.546 4.811 3.699 -1.672 3.065 6.619 2.367 1
3.059 5.216 -1.477 2.492 4.871 5.984 -3.555 1.317 4.77 5.952 1
3.138 0.179 2.305 5.209 0.925 4.472 -1.635 2.223 9.41 -0.323 1
0.573 6.642 1.221 1.301 -0.834 6.295 2.668 -0.962 2.207 6.309 1
6.648 -0.115 -1.34 -0.135 4.596 5.02 -2.168 2.916 6.859 0.162 1
3.431 6.201 3.455 3.648 0.727 4.862 1.052 6.59 6.808 5.594 1
3.989 -0.23 0.128 3.505 -0.136 4.817 2.101 3.983 7.216 0.64 1
0.881 0.354 -1.729 -1.048 3.271 -0.689 4.667 -0.007 0.466 0.997 1
5.137 0.766 3.422 4.372 4.693 1.055 5.547 1.414 10.272 0.754 1
0.655 6.967 1.876 2.078 4.432 4.356 1.053 -0.985 2.926 7.62 1
5.013 0.478 -2.983 1.032 -0.189 3.562 -0.247 6.8 6.088 0.139 1
1.035 3.302 1.209 3.641 -0.029 4.856 -4.376 5.341 5.47 3.489 0
1.413 1.218 0.583 1.447 2.03 4.736 0.609 2.203 3.112 0.458 1
2.117 6.533 6.719 7.638 6.041 -0.429 4.914 -0.258 10.368 6.997 1
4.46 3.885 1.379 3.551 0.419 6.39 3.714 3.209 8.059 3.954 0
4.532 0.024 -2.244 -0.829 3.351 3.182 -2.562 3.782 4.697 0.555 1
5.466 1.707 3.002 4.337 6.767 4.171 2.792 2.262 9.072 1.149 1
-0.395 5.655 -2.595 -1.01 1.863 6.554 0.024 0.444 -0.472 6.018 1
0.276 0.42 -4.441 -4.368 6.234 -0.736 -2.729 1.147 -4.552 1.485 1
3.848 1.198 -4.93 -3.619 5.118 6.164 -3.925 4.969 1.124 2.655 1
4.681 3.797 -5.383 -4.706 -0.189 6.961 -5.155 -0.163 0.381 3.257 0
6.26 5.08 -1.563 -0.642 0.903 1.488 -0.017 -0.013 6.239 5.35 1
-0.221 5.058 -3.79 -0.636 4.454 5.89 -0.347 3.936 -0.263 5.121 1
2.754 2.502 2.85 3.087 2.907 4.622 0.725 -0.527 5.729 2.265 0
6.717 2.595 -3.073 -1.658 4.509 0.581 -2.641 0.3 4.404 1.961 1
5.046 0.996 1.367 2.256 0.301 3.475 -0.033 2.344 7.72 1.024 1
5.768 4.146 -0.575 -0.171 3.801 6.522 -1.259 2.627 5.439 3.781 1
6.399 3.206 2.017 4.925 1.816 4.538 1.847 1.266 11.002 2.423 1
6.711 0.342 -2.01 0.47 6.271 -0.508 9.88 -0.578 6.897 0.093 1
-0.344 5.691 -3.385 -3.382 0.336 6.56 -3.081 1.147 -3.809 5.447 1
0.184 1.516 1.55 3.217 5.466 -0.84 -0.743 1.532 3.831 1.005 1
3.283 2.92 0.778 6.053 0.077 3.907 -0.131 -0.045 9.349 3.302 0
1.392 4.439 0.351 1.599 0.179 2.402 -9.069 0.181 4.026 4.073 0
6.341 5.213 -2.372 -1.425 5.633 2.268 2.258 2.447 4.742 5.085 1
2.002 0.741 -1.021 1.29 1.317 0.547 0.935 3.648 3.731 1.01 1
5.232 3.251 0.835 3.174 6.591 4.604 -0.802 2.607 8.304 3.093 0
0.168 -0.007 -4.85 -3.683 3.648 3.508 1.8 2.243 -3.046 1.014 1
1.277 5.391 0.974 4.948 0.719 6.101 -3.469 1.704 6.211 5.709 1
3.42 6.847 1.416 2.96 2.201 5.88 2.772 0.848 6.337 6.284 1
-0.497 4.278 -1.957 -1.614 0.449 5.355 3.528 0.958 -1.938 4.909 1
6.488 3.299 0.073 1.065 6.904 -0.278 -2.749 5.821 8.778 3.929 1
3.422 1.741 1.624 2.039 5.715 3.859 -3.452 -0.827 4.937 1.522 0
3.814 6.765 0.167 1.018 3.3 2.772 -1.097 0.134 4.968 6.461 1
1.876 2.403 -1.41 -0.669 0.522 3.43 2.882 4.27 1.352 1.664 0
0.593 1.501 0.7 2.237 -0.824 -0.484 0.245 -0.489 3.246 1.303 1
0.144 5.965 6.926 7.849 1.775 3.128 -1.39 6.396 7.614 6.167 1
0.165 3.347 -3.213 -2.29 3.885 1.792 -3.09 2.562 -1.572 3.822 1
2.407 6.987 -0.864 0.386 3.335 6.238 -1.891 2.115 2.504 6.411 1
3.442 1.483 1.728 2.225 0.462 6.557 0.251 4.401 5.435 1.605 1
4.702 -0.291 -5.25 -4.315 0.514 6.927 0.15 2.228 0.625 -0.497 1
4.66 6.265 5.547 7.445 4.069 4.183 0.11 4.921 11.619 6.541 1
6.916 3.679 -4.345 -2.7 5.218 5.029 1.954 -0.115 4.407 3.304 1
0.211 5.7 -0.853 -0.175 0.605 6.548 -1.823 1.535 0.185 5.159 1
5.362 2.156 3.704 6.169 4.78 5.137 0.657 0.57 12.192 2.512 0
2.552 5.341 -2.703 -1.176 -0.083 6.054 0.498 3.885 1.411 5.187 0
3.943 0.183 4.259 7.648 0.458 -0.586 1.059 -0.164 11.685 -0.144 1
6.794 1.183 -5.853 -5.243 6.094 -0.609 0.521 5.988 1.976 1.461 1
1.368 4.304 1.315 4.762 6.184 5.479 2.017 1.397 5.969 4.228 0
-0.556 1.875 -1.319 0.944 2.114 4.676 1.181 4.92 0.391 2.468 1
6.011 2.098 4.181 5.305 1.602 6.689 -0.257 1.265 12.059 1.603 1
6.36 5.896 0.688 1.904 4.501 -0.489 1.461 2.048 8.633 6.032 1
3.651 2.312 -2.347 -1.919 5.761 1.082 -2.721 2.63 0.687 2.021 0
2.993 2.208 1.982 2.42 2.242 2.198 -3.414 0.351 4.964 2.406 0
6.862 -0.628 -0.48 0.939 -0.702 1.815 0.327 2.338 8.045 -0.186 1
3.958 4.765 -0.161 0.682 6.234 4.71 -3.481 0.066 4.501 6.01 1
4.633 4.255 -1.992 -1.936 2.197 5.81 -5.661 2.043 2.611 3.812 1
5.573 5.816 3.087 5.733 0.798 -0.004 -0.338 -0.901 11.186 5.606 1
2.559 4.404 3.976 8.039 6 3.935 0.204 1.795 10.006 4.738 0
3.387 4.18 4.702 4.857 -0.576 1.254 1.785 -0.618 7.936 4.07 0
1.386 2.282 -5.013 -2.529 -0.215 -0.721 -4.421 3.082 -0.844 2.599 0
4.184 -0.875 -0.432 1.206 5.455 2.612 -2.479 2.09 5.397 -0.983 1
-0.763 4.727 -0.447 0.269 2.566 2.83 -0.987 6.886 -0.287 5.112 1
6.621 0.624 3.909 5.513 0.349 2.49 3.425 0.168 11.564 0.213 1
0.449 5.675 -0.544 2.033 5.45 6.264 -1.91 2.597 2.821 5.865 1
2.268 6.077 -0.659 0.079 2.825 3.399 2.573 5.058 1.557 6.234 1
6.266 2.141 -3.081 -1.454 2.289 0.153 0.474 1.522 4.664 2.908 1
0.7 1.646 3.278 6.827 3.533 2.256 -4.08 2.863 8.253 1.502 1
3.98 1.266 2.244 4.02 2.306 6.121 -3.213 0.129 8.112 1.681 1
3.703 -0.12 -2.881 -2.626 5.297 2.869 0.268 5.863 1.473 0.413 1
1.989 5.221 3.008 3.298 6.884 1.027 -2.718 1.564 5.109 4.369 1
4.142 5.954 2.355 3.228 3.17 1.569 -0.448 3.533 6.383 5.745 1
6.723 5.636 -2.216 -0.444 1.089 1.368 3.928 6.16 5.921 5.184 1
0.232 5.582 -1.701 0.966 3.324 2.986 0.558 3.974 1.121 6.01 1
4.82 0.092 -2.175 -0.039 1.05 -0.982 3.521 6.993 5.977 -0.417 1
4.974 0.905 -3.312 -0.939 1.251 0.696 1.87 6.327 3.369 0.492 1
1.763 5.517 -2.718 -1.848 1.949 3.275 -3.541 4.726 -0.517 6.624 1
5.055 4.501 0.311 2.872 -0.858 0.56 -4.5 2.514 6.979 4.347 1
5.66 0.918 1.583 4.731 -0.642 6.119 -2.148 3.876 11.444 1.222 1
6.41 5.385 1.095 1.841 3.934 3.28 -0.889 4.007 8.053 5.524 1
6.441 1.547 -1.391 -1.069 6.192 1.407 -2.686 0.359 4.967 1.629 1
3.639 2.592 0.529 5.595 3.662 6.691 0.631 6.765 10.087 2.73 0
0.498 1.907 -1.9 -1.557 4.916 6.184 3.617 4.513 -0.547 2.472 1
2.559 -0.246 -0.802 0.655 4.047 0.849 3.312 5.644 3.444 -0.74 1
3.842 -0.369 -2.003 0.906 -0.746 0.484 1.838 2.251 4.904 -1.61 1
3.686 4.399 3.503 3.512 4.378 0.233 -0.491 1.465 6.512 4.869 0
-0.508 3.06 -0.617 1.152 4.796 6.559 -0.521 -0.973 0.084 3.189 1
6.683 -0.79 3.678 7.421 1.415 5.528 1.022 6.926 13.528 -0.516 1
-0.093 5.536 0.516 1.75 5.213 6.021 2.324 1.206 1.949 5.391 1
3.433 0.175 -0.976 1.221 4.7 0.661 0.119 6.086 5.265 -0.667 1
-0.343 4.95 2.901 3.609 3.169 1.63 -3.798 4.867 3.003 4.189 1
3.888 3 0.685 1.09 5.318 3.614 1.745 6.135 4.269 2.576 0
-0.707 6.566 -2.741 -0.845 6.844 3.786 -2.093 1.413 -2.136 6.296 1
-0.342 -0.214 -4.256 -2.417 1.008 1.834 -1.984 -0.786 -2.91 -0.586 1
4.678 5.377 -1.252 1.651 5.3 -0.549 -1.168 2.952 6.445 4.924 1
2.148 0.181 1.05 1.937 1.154 2.587 -2.227 4.278 4.357 -0.154 1
6.298 2.605 0.021 1.817 2.934 0.941 1.282 3.967 9.048 3.091 1
2.65 2.17 0.382 4.387 6.237 1.576 1.023 5.208 8.021 1.921 0
1.416 5.465 3.965 6.591 5.481 1.465 0.439 2.502 8.311 4.763 1
4.796 -0.013 -2.234 -1.346 5.149 4.53 -6.284 0.93 2.77 0.039 1
1.307 -0.423 0.951 2.928 1.868 -0.563 5.654 0.595 3.695 -0.953 1
5.168 -0.77 4.209 6.42 4.255 6.001 -1.046 1.942 10.943 -1.641 1
1.623 6.884 0.529 1.96 6.755 -0.449 3.21 2.082 4.262 8.299 1
3.907 4.612 2.13 2.455 5.706 5.266 2.11 2.324 5.868 5.075 1
2.587 2.551 0.13 1.822 1.492 5.709 4.445 0.026 4.831 2.681 0
-0.181 3.378 -4.255 -3.775 3.756 4.142 -0.08 3.003 -4.412 3.942 1
4.446 6.528 0.816 4.63 4.445 0.997 -0.344 3.167 8.47 7.158 1
6.801 4.212 -4.934 -3.987 5.827 1.041 -2.056 -0.103 3.105 4.245 1
2.695 0.801 1.721 2.409 1.483 3.642 0.741 5.033 4.789 0.721 1
6.453 1.008 5.539 7.348 4.052 1.656 -7.53 3.179 13.757 1.339 1
3.009 0.492 6.364 7.29 0.345 6.455 0.395 6.695 10.159 0.245 1
4.89 -0.923 7.018 7.236 2.516 5.334 1.095 2.09 12.839 -0.957 1
6.36 6.125 -3.199 -0.479 0.991 4.484 3.753 1.369 5.299 6.285 1
0.125 6.74 1.69 3.176 5.957 5.535 3.197 5.691 2.824 6.158 1
5.905 0.509 -3.414 -2.295 -0.72 5.967 1.069 4.693 4.049 0.725 1
4.916 6.328 -0.188 1.847 1.189 3.848 0.505 4.794 6.141 5.338 1
0.734 0.676 -0.411 0.108 3.082 4.197 3.522 1.781 1.401 0.333 1
3.767 4.692 0.299 0.431 3.942 1.991 1.424 1.691 4.726 4.375 0
1.575 1.787 -1.856 2.297 -0.874 0.447 -0.152 3.179 3.614 1.641 0
6.689 0.445 2.3 4.3 3.815 2.215 -3.98 2.943 11.121 -0.121 1
1.368 0.051 2.841 2.958 3.877 -0.692 -4.86 2.88 4.478 0.124 1
0.278 6.856 4.671 6.357 5.833 0.878 0.177 4.186 5.801 6.675 1
6.143 2.602 -1.82 -1.054 6.953 2.118 -5.395 2.515 5.072 2.57 1
5.886 3.131 0.857 1.606 1.803 2.751 -0.276 0.702 7.176 2.826 1
-0.399 3.037 -7.53 -7.466 2.845 3.197 -0.465 3.213 -7.847 2.585 1
0.851 2.897 3.753 6.771 -0.485 5.582 2.355 1.479 7.603 3.122 1
4.782 2.809 1.32 4.028 -0.751 2.607 -5.956 -0.817 8.705 2.908 0
2.215 6.927 -2.646 -2.164 6.411 2.667 -1.856 5.516 -0.096 7.696 1
5.956 3.947 -6.645 -4.158 0.406 3.433 -0.575 -0.396 2.492 4.289 1
5.716 5.959 -2.168 -0.296 3.034 5.97 -0.51 6.85 5.02 5.613 1
4.743 6.028 3.252 5.612 -0.704 2.61 -2.696 3.096 10.98 5.471 1
6.103 1.015 -0.256 0.28 0.064 1.05 4.545 1.017 5.891 -0.065 1
0.562 3.063 2.239 3.873 4.673 1.492 -1.521 6.884 4.659 3.236 1
4.822 2.814 3.891 8.537 5.971 4.05 -0.388 2.784 13.365 2.825 0
0.33 5.566 -0.482 2.813 4.862 6.323 -0.757 4.763 4.462 5.9 1
3.825 5.506 4.694 7.112 6.996 0.13 -0.702 2.279 10.946 6.052 1
3.606 1.081 -1.454 2.51 1.217 5.873 0.351 6.113 6.029 1.463 1
1.828 5.483 0.652 0.661 4.155 0.83 -2.052 0.854 2.02 5.141 1
1.42 5.888 -0.694 2.105 -0.592 -0.864 -2.799 6.309 3.678 6.076 1
4.412 4.664 -0.437 -0.138 4.113 4.717 -2.654 3.641 4.234 4.205 1
0.127 3.313 1.453 3.588 -0.216 3.222 5.015 1.442 3.379 2.58 1
2.64 5.172 -0.268 2.002 5.349 4.276 0.679 5.207 4.676 5.296 1
6.006 3.346 -3.384 -1.007 5.739 6.004 2.073 4.399 4.932 3.793 1
1.698 2.542 0.81 1.153 -0.135 0.562 -4.167 -0.429 2.802 3.282 0
1.356 3.824 2.698 3.656 2.266 -0.093 3.078 6.374 4.79 3.938 0
2.138 1.993 2.275 8.781 4.342 2.191 -1.152 0.189 9.652 2.112 0
5.293 1.761 -3.472 -3.394 4.586 0.172 -1.701 2.459 1.647 2.767 1
-0.547 2.771 0.895 4.125 4.395 2.909 -2.636 1.741 3.59 1.975 1
1.508 -0.224 1.695 2.821 -0.145 2.332 -1.278 1.945 3.295 -0.225 1
1.113 2.377 0.631 3.095 1.012 4.316 2.991 1.501 4.261 2.008 0
0.358 2.203 -1.175 -0.42 5.568 -0.354 2.006 -0.724 0.089 1.791 1
3.818 0.605 2.704 4.266 -0.603 2.861 -0.383 3.78 8.531 -0.156 1
-0.255 0.033 2.211 4.678 0.273 3.779 2.189 4.502 4.517 0.024 1
0.843 0.031 -1.887 -0.956 0.449 4.245 -0.399 0.099 -0.083 -0.107 1
6.493 5.674 2.287 5.398 2.662 6.943 2.025 -0.609 11.388 6.212 1
0.61 4.984 0.006 2.558 3.202 3.697 -1.404 0.428 2.779 4.121 1
6.148 0.039 1.596 2.515 5.066 -0.433 -1.246 0.536 8.703 0.736 1
-0.449 -0.429 0.498 1.18 3.698 5.975 0.113 1.037 0.68 1.029 1
-0.438 -0.007 -1.961 -0.544 3.051 -0.228 -0.654 6.644 -1.367 0.286 1
0.586 5.463 2.93 3.093 -0.272 -0.763 -5.338 6.216 4.181 6.289 1
3.619 1.249 1.244 2.281 6.902 3.02 -0.532 2.471 5.576 1.122 0
-0.859 2.351 5.114 5.694 5.8 3.747 -6.121 4.118 5.088 2.402 1
1.951 2.226 0.226 2.833 5.717 5.843 1.646 1.363 4.76 3.268 0
3.595 1.147 -3.101 -1.569 6.944 2.966 1.336 -0.863 2.764 1.187 0
0.447 2.845 -5.666 -2.989 5.343 4.747 -3.901 6.144 -1.65 2.94 1
0.238 2.163 5.482 7.473 3.79 -0.945 -1.684 -0.603 7.797 2.198 1
0.186 4.285 1.806 2.208 3.309 2.678 -1.9 5.644 1.672 3.609 1
6.811 -0.234 5.824 5.918 -0.735 1.066 1.405 5.127 11.936 0.894 1
6.366 -0.821 0.755 0.984 1.487 3.888 5.801 1.081 7.223 -1.066 1
5.003 0.363 -0.426 2.286 1.05 4.069 0.021 4.147 7.244 0.098 1
4.348 6.726 -5.635 -5.12 4.519 5.446 -2.031 3.185 -0.652 7.645 1
3.488 2.907 -1.798 -0.174 2.467 -0.424 0.138 5.983 2.814 3.276 0
2.768 5.917 -5.234 -2.008 3.376 6.578 -3.005 3.195 -0.022 6.623 1
4.014 0.119 2.371 5.416 0.671 3.99 5.154 3.255 9.397 0.308 1
3.821 6.895 -2.934 -2.357 6.852 2.572 -3.393 3.126 0.881 7.195 1
5.571 -0.635 -1.395 -1.17 -0.795 1.529 -5.465 5.578 4.87 -0.693 1
5.375 5.207 -0.521 1.599 3.094 4.586 6.594 1.379 6.084 5.291 1
0.121 -0.05 2.38 4.007 3.373 3.975 -5.768 6.254 3.991 1.397 1
4.878 0.543 6.242 9.78 0.283 4.094 3.001 0.437 14.582 0.675 1
6.882 2.376 -5.259 -3.077 0.441 5.088 3.678 0.025 3.881 2.528 1
1.834 1.109 2.386 3.54 2.214 6.441 -1.809 5.896 5.421 0.663 1
-0.124 3.584 1.492 2.336 4.727 1.463 4.15 -0.58 2.51 4.244 1
4.119 0.606 -1.04 0.178 6.163 3.576 2.374 -0.515 3.785 0.256 0
3.627 2.459 -1.429 -0.408 1.167 1.623 1.126 1.858 2.95 1.734 0
-0.182 2.327 -3.12 -2.152 0.444 6.31 2.638 6.675 -2.108 1.764 1
2.705 5.062 -0.697 0.699 2.465 4.696 1.799 -0.706 2.586 5.121 1
1.578 -0.305 -2.816 1.677 4.962 0.172 5.854 2.325 2.899 0.216 1
2.306 3.847 0.86 2.695 5.136 4.48 -1.043 5.27 5.518 3.748 0
4.638 4.321 -4.891 -4.479 2.413 0.367 -0.764 3.321 0.087 3.954 0
4.377 2.541 1.665 2.824 -0.571 0.717 2.846 4.222 7.369 2.558 0
4.336 1.891 3.758 4 0.45 2.974 4.744 -0.151 8.927 1.064 0
4.427 3.622 5.887 8.196 1.51 2.333 -1.477 -0.423 12.576 3.521 0
2.326 2.06 -1.354 -0.754 3.892 2.579 3.292 6.07 0.666 1.248 0
4.936 6.832 4.141 4.709 5.932 2.124 -0.322 1.31 9.713 6.343 1
1.245 6.825 -0.743 -0.581 1.497 2.545 1.504 3.076 0.789 7.216 1
2.483 6.148 1.745 3.892 2.627 -0.089 -1.145 4.648 7.26 5.929 1
5.988 5.383 0.461 0.814 4.833 -0.001 -0.651 0.175 5.867 6.217 1
5.671 5.946 -1.207 -0.248 5.09 0.005 -2.59 -0.014 6.193 6.221 1
5.02 3.75 -0.644 0.468 -0.608 6.032 -0.552 1.482 4.936 3.359 1
-0.552 5.271 1.616 1.856 6.404 -0.018 -2.098 0.085 0.94 6.075 1
4.872 6.958 1.069 4.584 4.245 0.328 -2.669 2.413 9.568 5.81 1
2.517 0.352 2.483 3.345 0.746 4.843 -0.802 6.024 6.483 1.14 0
4.067 1.342 -3.154 -2.081 1.9 -0.328 1.982 2.896 2.229 1.72 0
2.581 6.932 0.245 1.281 2.987 5.676 -4.209 2.254 4.799 6.99 1
1.109 5.674 -0.4 2.651 5.855 4.008 -0.544 6.922 3.269 5.316 1
5.553 5.473 -0.13 0.72 -0.245 1.921 3.429 2.592 6.916 4.96 1
0.727 5.002 -2.011 -1.544 0.376 6.012 4.894 -0.721 -1.572 5.717 1
4.084 5.557 4.277 6.58 4.974 4.788 2.386 6.191 11.208 5.679 1
-0.599 1.942 2.207 4.525 2.265 4.741 4.483 1.303 3.582 3.105 1
1.734 2.683 1.921 2.072 3.615 0.38 2.195 5.474 3.655 2.312 0
3.727 2.402 -2.425 -0.495 0.366 0.211 0.349 6.936 3.353 2.148 0
1.937 4.712 1.32 3.07 -0.032 6.192 1.208 1.452 4.98 4.845 0
5.779 1.521 -2.368 -2.155 5.928 1.914 0.307 2.365 3.012 0.443 1
6.136 3.609 -0.309 1.169 6.101 3.207 -0.096 1.882 6.416 3.837 1
6.755 1.028 -0.448 0.369 2.075 6.786 0.064 1.264 6.634 0.812 1
6.323 6.628 1.072 4.996 4.479 2.768 3.387 -0.693 11.338 5.846 1
4.641 -0.995 7.89 8.339 0.272 1.359 2.6 3.024 12.418 -0.011 1
2.141 4.917 -3.437 -3.251 2.502 0.333 2.04 5.381 -0.865 4.871 1
1.91 4.719 0.544 0.968 0.83 4.655 -2.662 4.395 3.319 4.308 1
4.569 0.823 -4.051 -2.152 0.992 3.769 -0.967 1.173 2.983 0.237 1
4.96 6.289 2.015 2.041 0.037 2.026 2.351 -0.768 6.803 6.268 1
4.316 3.264 -2.638 -2.552 -0.197 4.398 4.622 5.712 1.551 3.881 0
-0.273 4.054 2.084 4.286 1.873 5.165 -0.424 2.605 4.131 4.083 1
3.836 3.801 -6.902 -6.292 1.327 1.413 -0.101 0.425 -2.453 3.985 0
4.222 0.617 -0.604 -0.401 0.968 0.653 3.323 3.227 3.447 1.287 1
2.103 2.848 2.135 2.585 2.227 0.842 -2.201 6.537 4.613 3.439 0
3.382 0.753 0.973 2.299 2.239 6.27 1.939 6.035 5.606 0.92 1
-0.738 -0.321 -6.277 -6.153 5.82 2.371 -2.558 0.85 -6.552 -0.097 1
2.868 2.164 2.781 3.371 2.051 6.801 -0.648 3.079 5.873 2.449 0
4.695 6.118 -1.129 0.408 4.569 -0.836 0.417 0.248 4.832 5.817 1
4.873 -0.846 1.174 1.353 6.584 0.7 -2.106 1.389 5.813 -0.368 1
1.473 1.05 -2.758 -2.552 5.386 5.926 0.545 6.424 -1.033 0.953 0
6.613 0.292 -0.455 0.869 5.176 -0.401 -1.117 3.809 7.406 -0.185 1
0.939 0.613 -0.537 0.168 5.929 5.272 -1.924 5.992 0.835 1.577 1
4.426 0.693 -4.566 -1.074 2.826 3.386 3.008 5.484 3.296 0.757 1
